file_type,proj_count,total_count
php%3fdate%3d20150407%26page%3d10,1,1
php%3fdate%3d20140625%26page%3d06,1,1
php%3fdate%3d20121110%26page%3d04,1,1
php%3fdate%3d20170417%26page%3d08,1,1
php%3fdate%3d20080518%26page%3d03,1,1
php%3ftemp_horid%3d7962,1,1
php%3fdate%3d20081130%26page%3d10,1,1
php%3fdate%3d20110119%26page%3d07,1,1
php%3ftemp_horid%3d6749,1,1
php%3ftemp_horid%3d6109,1,1
php%3ftemp_horid%3d7712,1,1
php%3fdate%3d20090524%26page%3d06,1,1
php%3fdate%3d20110605%26page%3d01,1,1
php%3ftemp_horid%3d7921,1,1
php%3ftemp_horid%3d11991,1,1
php%3ftemp_horid%3d7266,1,1
php%3ftemp_horid%3d9447,1,1
php%3fdate%3d20051203%26page%3d08,1,1
php%3ftemp_horid%3d9675,1,1
php%3fdate%3d20120516%26page%3d03,1,1
php%3fdate%3d20100606%26page%3d10,1,1
php%3fdate%3d20120409%26page%3d10,1,1
php%3ftemp_horid%3d9032,1,1
php%3fdate%3d20140223%26page%3d01,1,1
php%3fdate%3d20160323%26page%3d06,1,1
php%3ftemp_horid%3d8855,1,1
php%3fdate%3d20061001%26page%3d08,1,1
php%3fdate%3d20080608%26page%3d02,1,1
php%3fdate%3d20110123%26page%3d06,1,1
php%3fdate%3d20170122%26page%3d05,1,1
php%3fdate%3d20070422%26page%3d09,1,1
php%3ftemp_horid%3d6455,1,1
php%3ftemp_horid%3d7080,1,1
php%3fdate%3d20061226%26page%3d05,1,1
php%3ftemp_horid%3d8308,1,1
php%3fdate%3d20061206%26page%3d01,1,1
php%3fdate%3d20151004%26page%3d01,1,1
php%3ftemp_horid%3d9434,1,1
php%3fdate%3d20111105%26page%3d09,1,1
php%3fdate%3d20130310%26page%3d02,1,1
php%3fdate%3d20150304%26page%3d09,1,1
php%3fdate%3d20170326%26page%3d04,1,1
php%3ftemp_horid%3d7659,1,1
php%3fdate%3d20140205%26page%3d09,1,1
php%3ftemp_horid%3d9955,1,1
php%3fdate%3d20140316%26page%3d04,1,1
php%3fdate%3d20170125%26page%3d09,1,1
php%3fdate%3d20061018%26page%3d07,1,1
php%3fdate%3d20110521%26page%3d04,1,1
php%3ftemp_horid%3d10895,1,1
php%3fdate%3d20070131%26page%3d05,1,1
php%3ftemp_horid%3d10730,1,1
php%3fdate%3d20081123%26page%3d11,1,1
php%3fdate%3d20150419%26page%3d09,1,1
php%3fdate%3d20131211%26page%3d02,1,1
php%3fdate%3d20140202%26page%3d10,1,1
php%3ftemp_horid%3d8799,1,1
php%3fdate%3d20121021%26page%3d03,1,1
php%3ftemp_horid%3d6329,1,1
php%3fdate%3d20101010%26page%3d03,1,1
php%3ftemp_horid%3d7864,1,1
php%3ftemp_horid%3d10183,1,1
php%3fdate%3d20140119%26page%3d01,1,1
php%3fdate%3d20140309%26page%3d08,1,1
php%3ftemp_horid%3d9700,1,1
php%3ftemp_horid%3d9261,1,1
php%3fdate%3d20120527%26page%3d04,1,1
php%3fdate%3d20091014%26page%3d05,1,1
php%3fdate%3d20130605%26page%3d07,1,1
php%3ftemp_horid%3d6349,1,1
php%3fdate%3d20111227%26page%3d05,1,1
php%3fdate%3d20150207%26page%3d01,1,1
php%3fdate%3d20171005%26page%3d01,1,1
php%3ftemp_horid%3d6930,1,1
php%3ftemp_horid%3d7893,1,1
php%3ftemp_horid%3d8264,1,1
php%3ftemp_horid%3d7256,1,1
php%3fdate%3d20150412%26page%3d02,1,1
php%3ftemp_horid%3d9391,1,1
php%3fdate%3d20130306%26page%3d05,1,1
php%3fdate%3d20151004%26page%3d10,1,1
php%3fdate%3d20140517%26page%3d06,1,1
php%3ftemp_horid%3d5930,1,1
php%3fdate%3d20121216%26page%3d06,1,1
php%3fdate%3d20120418%26page%3d08,1,1
php%3fdate%3d20101024%26page%3d07,1,1
php%3ftemp_horid%3d8700,1,1
php%3fdate%3d20131023%26page%3d07,1,1
php%3ftemp_horid%3d6671,1,1
php%3ftemp_horid%3d6058,1,1
php%3fdate%3d20110413%26page%3d06,1,1
php%3ftemp_horid%3d10173,1,1
php%3ftemp_horid%3d8528,1,1
php%3ftemp_horid%3d11428,1,1
php%3fdate%3d20100612%26page%3d06,1,1
php%3ftemp_horid%3d7072,1,1
php%3ftemp_horid%3d6494,1,1
php%3fdate%3d20130515%26page%3d03,1,1
php%3ftemp_horid%3d10817,1,1
php%3ftemp_horid%3d8504,1,1
php%3fdate%3d20101010%26page%3d09,1,1
php%3fdate%3d20140316%26page%3d03,1,1
php%3ftemp_horid%3d7913,1,1
php%3ftemp_horid%3d5403,1,1
php%3ftemp_horid%3d9204,1,1
php%3fdate%3d20140101%26page%3d04,1,1
php%3ftemp_horid%3d11741,1,1
php%3ftemp_horid%3d11795,1,1
php%3ftemp_horid%3d6334,1,1
php%3fdate%3d20140309%26page%3d04,1,1
php%3fdate%3d20111019%26page%3d04,1,1
php%3fdate%3d20140111%26page%3d01,1,1
php%3fdate%3d20160217%26page%3d04,1,1
php%3ftemp_horid%3d4946,1,1
php%3fdate%3d20071209%26page%3d02,1,1
php%3ftemp_horid%3d9785,1,1
php%3fdate%3d20080601%26page%3d06,1,1
php%3ftemp_horid%3d5023,1,1
php%3fdate%3d20120708%26page%3d02,1,1
php%3ftemp_horid%3d5130,1,1
php%3fdate%3d20141019%26page%3d06,1,1
php%3ftemp_horid%3d7173,1,1
php%3fdate%3d20100113%26page%3d08,1,1
php%3fdate%3d20111019%26page%3d05,1,1
php%3fdate%3d20080601%26page%3d11,1,1
php%3fdate%3d20080127%26page%3d03,1,1
php%3fdate%3d20060319%26page%3d08,1,1
php%3ftemp_horid%3d7681,1,1
php%3ftemp_horid%3d11465,1,1
php%3ftemp_horid%3d11960,1,1
php%3fdate%3d20130608%26page%3d07,1,1
php%3fdate%3d20150705%26page%3d01,1,1
php%3ftemp_horid%3d10505,1,1
php%3fdate%3d20150329%26page%3d03,1,1
php%3ftemp_horid%3d7294,1,1
php%3fdate%3d20080406%26page%3d02,1,1
php%3fdate%3d20151114%26page%3d05,1,1
php%3fdate%3d20110130%26page%3d06,1,1
php%3fdate%3d20090501%26page%3d09,1,1
php%3fdate%3d20150125%26page%3d09,1,1
php%3ftemp_horid%3d7736,1,1
php%3ftemp_horid%3d9449,1,1
php%3ftemp_horid%3d10770,1,1
php%3ftemp_horid%3d10626,1,1
php%3fdate%3d20051130%26page%3d06,1,1
php%3ftemp_horid%3d5899,1,1
php%3fdate%3d20130707%26page%3d10,1,1
php%3fdate%3d20150426%26page%3d06,1,1
php%3fdate%3d20101110%26page%3d04,1,1
php%3ftemp_horid%3d8295,1,1
php%3ftemp_horid%3d6800,1,1
php%3fdate%3d20150524%26page%3d06,1,1
php%3ftemp_horid%3d11566,1,1
php%3fdate%3d20140305%26page%3d03,1,1
php%3ftemp_horid%3d5554,1,1
php%3fdate%3d20120125%26page%3d03,1,1
php%3fdate%3d20070527%26page%3d01,1,1
php%3fdate%3d20151007%26page%3d05,1,1
php%3ftemp_horid%3d8376,1,1
php%3ftemp_horid%3d9841,1,1
php%3fdate%3d20101208%26page%3d07,1,1
php%3fdate%3d20100131%26page%3d10,1,1
php%3fdate%3d20100711%26page%3d10,1,1
php%3fdate%3d20070926%26page%3d03,1,1
php%3fdate%3d20071007%26page%3d07,1,1
php%3ftemp_horid%3d9776,1,1
php%3fdate%3d20100314%26page%3d09,1,1
php%3fdate%3d20170402%26page%3d01,1,1
php%3ftemp_horid%3d7012,1,1
php%3ftemp_horid%3d6095,1,1
php%3fdate%3d20080608%26page%3d09,1,1
php%3ftemp_horid%3d6754,1,1
php%3ftemp_horid%3d10011,1,1
php%3fdate%3d20150315%26page%3d10,1,1
php%3fdate%3d20161102%26page%3d05,1,1
php%3ftemp_horid%3d5991,1,1
php%3fdate%3d20111127%26page%3d07,1,1
php%3fdate%3d20161222%26page%3d03,1,1
php%3fdate%3d20100616%26page%3d05,1,1
php%3fdate%3d20120512%26page%3d09,1,1
php%3ftemp_horid%3d8618,1,1
php%3fdate%3d20110209%26page%3d08,1,1
php%3ftemp_horid%3d6921,1,1
php%3fdate%3d20140119%26page%3d06,1,1
php%3fdate%3d20161211%26page%3d03,1,1
php%3ftemp_horid%3d7121,1,1
php%3ftemp_horid%3d11085,1,1
php%3fdate%3d20150221%26page%3d01,1,1
php%3ftemp_horid%3d10381,1,1
php%3ftemp_horid%3d7965,1,1
php%3fdate%3d20101017%26page%3d06,1,1
php%3ftemp_horid%3d9968,1,1
php%3fdate%3d20140605%26page%3d08,1,1
php%3fdate%3d20161106%26page%3d04,1,1
php%3ftemp_horid%3d10103,1,1
php%3fdate%3d20150110%26page%3d03,1,1
php%3fdate%3d20161204%26page%3d10,1,1
php%3fdate%3d20080921%26page%3d01,1,1
php%3fdate%3d20100131%26page%3d06,1,1
php%3fdate%3d20080915%26page%3d10,1,1
php%3fdate%3d20140202%26page%3d04,1,1
php%3fdate%3d20071201%26page%3d05,1,1
php%3ftemp_horid%3d9149,1,1
php%3ftemp_horid%3d7584,1,1
php%3fdate%3d20090328%26page%3d01,1,1
php%3ftemp_horid%3d8685,1,1
php%3fdate%3d20100425%26page%3d07,1,1
php%3ftemp_horid%3d9825,1,1
php%3ftemp_horid%3d9007,1,1
php%3fdate%3d20141015%26page%3d03,1,1
php%3fdate%3d20111009%26page%3d04,1,1
php%3fdate%3d20130313%26page%3d02,1,1
php%3fdate%3d20111009%26page%3d08,1,1
php%3ftemp_horid%3d7531,1,1
php%3fdate%3d20100508%26page%3d06,1,1
php%3fdate%3d20110316%26page%3d04,1,1
php%3ftemp_horid%3d6407,1,1
php%3fdate%3d20140514%26page%3d06,1,1
php%3fdate%3d20121028%26page%3d03,1,1
php%3ftemp_horid%3d8109,1,1
php%3fdate%3d20081102%26page%3d10,1,1
php%3fdate%3d20110101%26page%3d11,1,1
php%3ftemp_horid%3d6690,1,1
php%3fdate%3d20160403%26page%3d04,1,1
php%3fdate%3d20081206%26page%3d09,1,1
php%3ftemp_horid%3d7713,1,1
php%3fdate%3d20170517%26page%3d03,1,1
php%3ftemp_horid%3d6565,1,1
php%3ftemp_horid%3d6926,1,1
php%3ftemp_horid%3d6900,1,1
php%3fdate%3d20121107%26page%3d06,1,1
php%3fdate%3d20110220%26page%3d07,1,1
php%3fdate%3d20170412%26page%3d03,1,1
php%3ftemp_horid%3d8352,1,1
php%3ftemp_horid%3d8623,1,1
php%3fdate%3d20130324%26page%3d08,1,1
php%3ftemp_horid%3d8225,1,1
php%3ftemp_horid%3d6630,1,1
php%3ftemp_horid%3d11185,1,1
php%3fdate%3d20090628%26page%3d07,1,1
php%3ftemp_horid%3d7898,1,1
php%3ftemp_horid%3d8761,1,1
php%3ftemp_horid%3d10202,1,1
php%3fdate%3d20081220%26page%3d07,1,1
php%3ftemp_horid%3d6327,1,1
php%3fdate%3d20111123%26page%3d05,1,1
php%3ftemp_horid%3d10588,1,1
php%3fdate%3d20110227%26page%3d07,1,1
php%3fdate%3d20090628%26page%3d10,1,1
php%3fdate%3d20110119%26page%3d05,1,1
php%3ftemp_horid%3d11324,1,1
php%3fdate%3d20140427%26page%3d08,1,1
php%3ftemp_horid%3d8498,1,1
php%3fdate%3d20130401%26page%3d02,1,1
php%3fdate%3d20170118%26page%3d04,1,1
php%3ftemp_horid%3d7491,1,1
php%3fdate%3d20100918%26page%3d03,1,1
php%3fdate%3d20111217%26page%3d08,1,1
php%3ftemp_horid%3d11140,1,1
php%3fdate%3d20160416%26page%3d09,1,1
php%3ftemp_horid%3d5973,1,1
php%3fdate%3d20161106%26page%3d07,1,1
php%3fdate%3d20060524%26page%3d01,1,1
php%3ftemp_horid%3d5425,1,1
php%3ftemp_horid%3d5327,1,1
php%3fdate%3d20061007%26page%3d02,1,1
php%3fdate%3d20150422%26page%3d06,1,1
php%3ftemp_horid%3d9481,1,1
php%3ftemp_horid%3d4243,1,1
php%3ftemp_horid%3d11631,1,1
php%3fdate%3d20170423%26page%3d09,1,1
php%3fdate%3d20121202%26page%3d02,1,1
php%3ftemp_horid%3d7557,1,1
php%3fdate%3d20070310%26page%3d01,1,1
php%3ftemp_horid%3d7061,1,1
php%3fdate%3d20100505%26page%3d03,1,1
php%3ftemp_horid%3d10451,1,1
php%3ftemp_horid%3d9915,1,1
php%3fdate%3d20170118%26page%3d06,1,1
php%3fdate%3d20170312%26page%3d08,1,1
php%3ftemp_horid%3d9687,1,1
php%3ftemp_horid%3d9906,1,1
php%3fdate%3d20110706%26page%3d06,1,1
php%3fdate%3d20090114%26page%3d06,1,1
php%3fdate%3d20140615%26page%3d06,1,1
php%3ftemp_horid%3d10063,1,1
php%3ftemp_horid%3d5446,1,1
php%3ftemp_horid%3d7804,1,1
php%3fdate%3d20140521%26page%3d02,1,1
php%3fdate%3d20130701%26page%3d08,1,1
php%3ftemp_horid%3d9021,1,1
php%3fdate%3d20100926%26page%3d04,1,1
php%3fdate%3d20070520%26page%3d10,1,1
php%3ftemp_horid%3d6609,1,1
php%3ftemp_horid%3d9719,1,1
php%3ftemp_horid%3d10591,1,1
php%3fdate%3d20090501%26page%3d02,1,1
php%3fdate%3d20151108%26page%3d04,1,1
php%3fdate%3d20081220%26page%3d01,1,1
php%3ftemp_horid%3d11151,1,1
php%3fdate%3d20080507%26page%3d01,1,1
php%3fdate%3d20091122%26page%3d09,1,1
php%3ftemp_horid%3d5677,1,1
php%3ftemp_horid%3d11681,1,1
php%3ftemp_horid%3d10126,1,1
php%3fdate%3d20151025%26page%3d06,1,1
php%3fdate%3d20151118%26page%3d06,1,1
php%3fdate%3d20110130%26page%3d09,1,1
php%3fdate%3d20101121%26page%3d10,1,1
php%3ftemp_horid%3d7393,1,1
php%3ftemp_horid%3d5457,1,1
php%3fdate%3d20151125%26page%3d01,1,1
php%3fdate%3d20060702%26page%3d02,1,1
php%3fdate%3d20081220%26page%3d10,1,1
php%3fdate%3d20150422%26page%3d05,1,1
php%3ftemp_horid%3d11593,1,1
php%3ftemp_horid%3d7644,1,1
php%3ftemp_horid%3d8945,1,1
php%3ftemp_horid%3d5261,1,1
php%3ftemp_horid%3d10745,1,1
php%3ftemp_horid%3d8056,1,1
php%3ftemp_horid%3d8759,1,1
php%3fdate%3d20070627%26page%3d04,1,1
php%3fdate%3d20131106%26page%3d05,1,1
php%3fdate%3d20071031%26page%3d05,1,1
php%3ftemp_horid%3d8445,1,1
php%3fdate%3d20130616%26page%3d04,1,1
php%3ftemp_horid%3d7629,1,1
php%3fdate%3d20070220%26page%3d08,1,1
php%3fdate%3d20130917%26page%3d01,1,1
php%3ftemp_horid%3d11164,1,1
php%3fdate%3d20130925%26page%3d01,1,1
php%3fdate%3d20090405%26page%3d06,1,1
php%3fdate%3d20051030%26page%3d02,1,1
php%3fdate%3d20120617%26page%3d08,1,1
php%3ftemp_horid%3d6979,1,1
php%3ftemp_horid%3d7873,1,1
php%3fdate%3d20131201%26page%3d11,1,1
php%3fdate%3d20120704%26page%3d06,1,1
php%3ftemp_horid%3d11813,1,1
php%3fdate%3d20061213%26page%3d01,1,1
php%3ftemp_horid%3d9093,1,1
php%3fdate%3d20100616%26page%3d04,1,1
php%3fdate%3d20140521%26page%3d05,1,1
php%3fdate%3d20051109%26page%3d01,1,1
php%3fdate%3d20110112%26page%3d08,1,1
php%3ftemp_horid%3d7897,1,1
php%3fdate%3d20101001%26page%3d01,1,1
php%3fdate%3d20071215%26page%3d01,1,1
php%3ftemp_horid%3d11205,1,1
php%3fdate%3d20111116%26page%3d06,1,1
php%3fdate%3d20110327%26page%3d07,1,1
php%3fdate%3d20110510%26page%3d10,1,1
php%3ftemp_horid%3d10610,1,1
php%3fdate%3d20070314%26page%3d08,1,1
php%3fdate%3d20141228%26page%3d05,1,1
php%3ftemp_horid%3d11507,1,1
php%3fdate%3d20151206%26page%3d05,1,1
php%3ftemp_horid%3d7476,1,1
php%3fdate%3d20150308%26page%3d02,1,1
php%3ftemp_horid%3d5433,1,1
php%3fdate%3d20091219%26page%3d01,1,1
php%3fdate%3d20080109%26page%3d01,1,1
php%3ftemp_horid%3d8133,1,1
php%3fdate%3d20061226%26page%3d10,1,1
php%3fdate%3d20080611%26page%3d03,1,1
php%3ftemp_horid%3d11698,1,1
php%3fdate%3d20160427%26page%3d03,1,1
php%3ftemp_horid%3d9896,1,1
php%3fdate%3d20160228%26page%3d08,1,1
php%3ftemp_horid%3d9710,1,1
php%3ftemp_horid%3d11479,1,1
php%3ftemp_horid%3d6699,1,1
php%3fdate%3d20170101%26page%3d07,1,1
php%3fdate%3d20111026%26page%3d02,1,1
php%3fdate%3d20150325%26page%3d06,1,1
php%3fdate%3d20070310%26page%3d06,1,1
php%3fdate%3d20100321%26page%3d03,1,1
php%3ftemp_horid%3d6305,1,1
php%3fdate%3d20130515%26page%3d08,1,1
php%3fdate%3d20141008%26page%3d07,1,1
php%3ftemp_horid%3d11912,1,1
php%3fdate%3d20141203%26page%3d04,1,1
php%3fdate%3d20150201%26page%3d03,1,1
php%3fdate%3d20090920%26page%3d05,1,1
php%3fdate%3d20070520%26page%3d03,1,1
php%3fdate%3d20110123%26page%3d08,1,1
php%3fdate%3d20171008%26page%3d02,1,1
php%3fdate%3d20161030%26page%3d10,1,1
php%3fdate%3d20150627%26page%3d09,1,1
php%3fdate%3d20091216%26page%3d07,1,1
php%3ftemp_horid%3d6698,1,1
php%3ftemp_horid%3d6123,1,1
php%3fdate%3d20130529%26page%3d05,1,1
php%3fdate%3d20121107%26page%3d01,1,1
php%3fdate%3d20140219%26page%3d01,1,1
php%3fdate%3d20150308%26page%3d06,1,1
php%3ftemp_horid%3d6701,1,1
php%3ftemp_horid%3d9581,1,1
php%3fdate%3d20080518%26page%3d05,1,1
php%3fdate%3d20110327%26page%3d09,1,1
php%3fdate%3d20110701%26page%3d11,1,1
php%3fdate%3d20121222%26page%3d06,1,1
php%3fdate%3d20110302%26page%3d05,1,1
php%3ftemp_horid%3d8403,1,1
php%3ftemp_horid%3d7427,1,1
php%3fdate%3d20150503%26page%3d01,1,1
php%3fdate%3d20080106%26page%3d09,1,1
php%3fdate%3d20170913%26page%3d02,1,1
php%3fdate%3d20070909%26page%3d10,1,1
php%3ftemp_horid%3d5296,1,1
php%3fdate%3d20090128%26page%3d11,1,1
php%3fdate%3d20121222%26page%3d04,1,1
php%3fdate%3d20070304%26page%3d08,1,1
php%3ftemp_horid%3d9739,1,1
php%3fdate%3d20080528%26page%3d02,1,1
php%3ftemp_horid%3d9468,1,1
php%3fdate%3d20111204%26page%3d07,1,1
php%3fdate%3d20140601%26page%3d09,1,1
php%3ftemp_horid%3d9681,1,1
php%3fdate%3d20140521%26page%3d06,1,1
php%3ftemp_horid%3d10251,1,1
php%3fdate%3d20170315%26page%3d05,1,1
php%3fdate%3d20170521%26page%3d09,1,1
php%3ftemp_horid%3d7592,1,1
php%3fdate%3d20060517%26page%3d02,1,1
php%3fdate%3d20070225%26page%3d09,1,1
php%3fdate%3d20150603%26page%3d01,1,1
php%3fdate%3d20150301%26page%3d07,1,1
php%3fdate%3d20130710%26page%3d02,1,1
php%3fdate%3d20130915%26page%3d07,1,1
php%3ftemp_horid%3d11545,1,1
php%3ftemp_horid%3d10005,1,1
php%3ftemp_horid%3d9839,1,1
php%3ftemp_horid%3d7748,1,1
php%3fdate%3d20170326%26page%3d05,1,1
php%3ftemp_horid%3d4963,1,1
php%3fdate%3d20130608%26page%3d06,1,1
php%3fdate%3d20170215%26page%3d05,1,1
php%3fdate%3d20161123%26page%3d05,1,1
php%3fdate%3d20070225%26page%3d07,1,1
php%3ftemp_horid%3d7895,1,1
php%3fdate%3d20051030%26page%3d09,1,1
php%3fdate%3d20080127%26page%3d05,1,1
php%3fdate%3d20060910%26page%3d09,1,1
php%3fdate%3d20091025%26page%3d09,1,1
php%3ftemp_horid%3d9155,1,1
php%3ftemp_horid%3d9521,1,1
php%3ftemp_horid%3d6771,1,1
php%3ftemp_horid%3d11256,1,1
php%3ftemp_horid%3d8359,1,1
php%3ftemp_horid%3d8500,1,1
php%3fdate%3d20061115%26page%3d05,1,1
php%3fdate%3d20121010%26page%3d07,1,1
php%3ftemp_horid%3d5067,1,1
php%3ftemp_horid%3d9371,1,1
php%3ftemp_horid%3d6523,1,1
php%3fdate%3d20090503%26page%3d05,1,1
php%3ftemp_horid%3d9730,1,1
php%3ftemp_horid%3d7050,1,1
php%3fdate%3d20110706%26page%3d04,1,1
php%3fdate%3d20131106%26page%3d06,1,1
php%3ftemp_horid%3d6950,1,1
php%3fdate%3d20151014%26page%3d07,1,1
php%3fdate%3d20130626%26page%3d02,1,1
php%3ftemp_horid%3d9835,1,1
php%3fdate%3d20160313%26page%3d02,1,1
php%3ftemp_horid%3d10709,1,1
php%3ftemp_horid%3d10333,1,1
php%3fdate%3d20051211%26page%3d03,1,1
php%3fdate%3d20070425%26page%3d03,1,1
php%3fdate%3d20120708%26page%3d09,1,1
php%3ftemp_horid%3d10527,1,1
php%3fdate%3d20101212%26page%3d02,1,1
php%3ftemp_horid%3d11693,1,1
php%3ftemp_horid%3d10436,1,1
php%3fdate%3d20070321%26page%3d04,1,1
php%3fdate%3d20150107%26page%3d06,1,1
php%3fdate%3d20110501%26page%3d10,1,1
php%3fdate%3d20111105%26page%3d01,1,1
php%3ftemp_horid%3d8435,1,1
php%3fdate%3d20100606%26page%3d04,1,1
php%3fdate%3d20051123%26page%3d02,1,1
php%3fdate%3d20100602%26page%3d01,1,1
php%3ftemp_horid%3d9230,1,1
php%3fdate%3d20160514%26page%3d09,1,1
php%3fdate%3d20170114%26page%3d07,1,1
php%3fdate%3d20170219%26page%3d09,1,1
php%3fdate%3d20060920%26page%3d06,1,1
php%3ftemp_horid%3d9949,1,1
php%3fdate%3d20160113%26page%3d07,1,1
php%3fdate%3d20161211%26page%3d04,1,1
php%3fdate%3d20150311%26page%3d03,1,1
php%3fdate%3d20140601%26page%3d03,1,1
php%3fdate%3d20080217%26page%3d02,1,1
php%3fdate%3d20111207%26page%3d08,1,1
php%3ftemp_horid%3d9958,1,1
php%3fdate%3d20061112%26page%3d08,1,1
php%3fdate%3d20080309%26page%3d09,1,1
php%3fdate%3d20071007%26page%3d10,1,1
php%3fdate%3d20120115%26page%3d07,1,1
php%3fdate%3d20100530%26page%3d05,1,1
php%3ftemp_horid%3d7065,1,1
php%3ftemp_horid%3d5086,1,1
php%3fdate%3d20150221%26page%3d03,1,1
php%3ftemp_horid%3d9050,1,1
php%3fdate%3d20170712%26page%3d03,1,1
php%3fdate%3d20120229%26page%3d05,1,1
php%3ftemp_horid%3d6532,1,1
php%3fdate%3d20120527%26page%3d03,1,1
php%3ftemp_horid%3d7368,1,1
php%3fdate%3d20130608%26page%3d02,1,1
php%3fdate%3d20150429%26page%3d06,1,1
php%3ftemp_horid%3d6904,1,1
php%3ftemp_horid%3d11333,1,1
php%3fdate%3d20120129%26page%3d02,1,1
php%3ftemp_horid%3d9711,1,1
php%3fdate%3d20170215%26page%3d03,1,1
php%3ftemp_horid%3d10638,1,1
php%3fdate%3d20140427%26page%3d04,1,1
php%3fdate%3d20101013%26page%3d05,1,1
php%3ftemp_horid%3d8563,1,1
php%3fdate%3d20120711%26page%3d05,1,1
php%3fdate%3d20170219%26page%3d10,1,1
php%3fdate%3d20080605%26page%3d08,1,1
php%3fdate%3d20160206%26page%3d09,1,1
php%3ftemp_horid%3d6093,1,1
php%3fdate%3d20131016%26page%3d08,1,1
php%3ftemp_horid%3d9859,1,1
php%3fdate%3d20131027%26page%3d01,1,1
php%3fdate%3d20161217%26page%3d06,1,1
php%3ftemp_horid%3d8142,1,1
php%3ftemp_horid%3d8559,1,1
php%3fdate%3d20150701%26page%3d09,1,1
php%3ftemp_horid%3d6304,1,1
php%3fdate%3d20100303%26page%3d05,1,1
php%3ftemp_horid%3d7481,1,1
php%3fdate%3d20130106%26page%3d10,1,1
php%3ftemp_horid%3d9135,1,1
php%3fdate%3d20110320%26page%3d01,1,1
php%3fdate%3d20130116%26page%3d05,1,1
php%3fdate%3d20120519%26page%3d10,1,1
php%3ftemp_horid%3d7151,1,1
php%3fdate%3d20090322%26page%3d07,1,1
php%3fdate%3d20080330%26page%3d01,1,1
php%3ftemp_horid%3d11079,1,1
php%3fdate%3d20060604%26page%3d07,1,1
php%3fdate%3d20151202%26page%3d08,1,1
php%3fdate%3d20080605%26page%3d06,1,1
php%3fdate%3d20071028%26page%3d05,1,1
php%3fdate%3d20080220%26page%3d08,1,1
php%3fdate%3d20170521%26page%3d01,1,1
php%3fdate%3d20170701%26page%3d10,1,1
php%3fdate%3d20130522%26page%3d07,1,1
php%3ftemp_horid%3d7778,1,1
php%3fdate%3d20130310%26page%3d03,1,1
php%3fdate%3d20080330%26page%3d09,1,1
php%3fdate%3d20090215%26page%3d02,1,1
php%3fdate%3d20130120%26page%3d10,1,1
php%3fdate%3d20161127%26page%3d09,1,1
php%3ftemp_horid%3d8174,1,1
php%3ftemp_horid%3d9223,1,1
php%3ftemp_horid%3d7220,1,1
php%3ftemp_horid%3d10272,1,1
php%3ftemp_horid%3d11611,1,1
php%3fdate%3d20131127%26page%3d08,1,1
php%3ftemp_horid%3d8664,1,1
php%3fdate%3d20080924%26page%3d03,1,1
php%3fdate%3d20161207%26page%3d03,1,1
php%3ftemp_horid%3d7851,1,1
php%3fdate%3d20111204%26page%3d01,1,1
php%3fdate%3d20141029%26page%3d04,1,1
php%3fdate%3d20051211%26page%3d06,1,1
php%3ftemp_horid%3d11988,1,1
php%3ftemp_horid%3d11812,1,1
php%3fdate%3d20140319%26page%3d07,1,1
php%3fdate%3d20091216%26page%3d06,1,1
php%3fdate%3d20130306%26page%3d08,1,1
php%3fdate%3d20100113%26page%3d02,1,1
php%3fdate%3d20120609%26page%3d07,1,1
php%3ftemp_horid%3d7261,1,1
php%3fdate%3d20071219%26page%3d03,1,1
php%3fdate%3d20070228%26page%3d03,1,1
php%3fdate%3d20070414%26page%3d10,1,1
php%3fdate%3d20160710%26page%3d05,1,1
php%3ftemp_horid%3d9827,1,1
php%3fdate%3d20160309%26page%3d04,1,1
php%3ftemp_horid%3d7178,1,1
php%3fdate%3d20070207%26page%3d05,1,1
php%3fdate%3d20100714%26page%3d08,1,1
php%3ftemp_horid%3d11156,1,1
php%3ftemp_horid%3d6192,1,1
php%3ftemp_horid%3d11046,1,1
php%3fdate%3d20051221%26page%3d01,1,1
php%3ftemp_horid%3d11278,1,1
php%3fdate%3d20170716%26page%3d04,1,1
php%3ftemp_horid%3d10274,1,1
php%3ftemp_horid%3d9704,1,1
php%3fdate%3d20121125%26page%3d02,1,1
php%3ftemp_horid%3d8954,1,1
php%3fdate%3d20141015%26page%3d07,1,1
php%3fdate%3d20110525%26page%3d01,1,1
php%3fdate%3d20150607%26page%3d01,1,1
php%3fdate%3d20090405%26page%3d09,1,1
php%3ftemp_horid%3d9156,1,1
php%3fdate%3d20141207%26page%3d08,1,1
php%3ftemp_horid%3d6373,1,1
php%3fdate%3d20160514%26page%3d01,1,1
php%3ftemp_horid%3d10646,1,1
php%3fdate%3d20061129%26page%3d08,1,1
php%3fdate%3d20101215%26page%3d03,1,1
php%3fdate%3d20111130%26page%3d02,1,1
php%3fdate%3d20100216%26page%3d07,1,1
php%3fdate%3d20061112%26page%3d01,1,1
php%3ftemp_horid%3d8910,1,1
php%3fdate%3d20150207%26page%3d09,1,1
php%3fdate%3d20080701%26page%3d04,1,1
php%3fdate%3d20101006%26page%3d07,1,1
php%3ftemp_horid%3d10147,1,1
php%3ftemp_horid%3d7803,1,1
php%3ftemp_horid%3d8400,1,1
php%3ftemp_horid%3d8953,1,1
php%3fdate%3d20071024%26page%3d03,1,1
php%3fdate%3d20081119%26page%3d05,1,1
